dept,name,year,placement,source_url
wisconsin,Travis McArthur,2017,", Assistant Professor
Food & Resource Economics Department, University of Florida",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Daniel Mooney,2017,", Assistant Professor and Extension Economist
Agricultural & Resource Economics, Colorado State University",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Jennifer Raynor,2017,", Assistant Professor
Wesleyan University. 2022 and",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Srinivasan Vasudevan,2017,", Economic Researcher
American Institutes for Research",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Austin Williams,2017,", Research Economist
RTI International
(First position: Prevention Effectiveness Fellow, Centers for Disease Control and Prevention)",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Ethan Young,2017,Principal Consultant at Tetra Tech,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Bjorn Markeson,2016,", Economist at IMPLAN
(First position: Lecturer, Economics Department, Brandeis University)",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Na Zhao,2016,", Senior Economist
National Association of Home Builders (First position: Housing Policy Economist, National Association of Home Builders)",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Yating Chuang,2015,"Visiting Professor at Economics Department, College of the Holy Cross",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Jhin Han,2015,"Economic Research Service, USDA",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Heesun Jang,2015,Associate Research Fellow at Korea Energy Economics Institute,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Chang Lian,2015,Modeling and Analytics Associate at Chase Bank,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Emily Sellars,2015,"Assistant Professor at Bush School of Government and Public Service, Texas A&M University",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Christopher Taylor,2015,"Mathematical Statistician at United States Department of Agriculture, National Agricultural Statistics Service",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Sarah Walker,2015,"Assistant Professor at Economics Department, University of New South Wales",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Zhe Dun,2014,Analytics Scientist at Ford Motor Credit Company,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Pilar Jano,2014,"Postdoctoral Researcher at Universidad Adolfo Ibañez, Valdivia, Chile",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Daniel Prager,2014,"Research Economist at Rural and Resource Economics, Economic Research Service, USDA",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Patricia Yanez-Pagans,2014,Research Economist at Inter-American Development Bank,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Wenhui Zhang,2014,"Digonex, Inc",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Katherine Zipp,2014,"Assistant Professor at Environmental & Resource Economics, Pennsylvania State University",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Hillary Caruthers,2013,"Visiting Assistant Professor at Economics Department, Berry College",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Rebecca Cleary,2013,"Research Associate at Analysis Group, Inc",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Dylan Fitz,2013,"Assistant Professor at Economics Department, Davidson College",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Maria Fernanda Rodrigo,2013,Research Fellow at Inter-American Development Bank,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Vardges Hovhannisyan,2012,Postdoctoral Researcher at University of Minnesota,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Ming-Feng Hsieh,2012,Assistant Professor at National Taiwan University,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Rachid Laajaj,2012,Postdoctoral Researcher at Paris School of Economics,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Do-il Yoo,2012,"Research Fellow at Chungbuk National University, Korea",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Marin Bozic,2011,Assistant Professor at University of Minnesota,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Lauren Bresnahan,2011,"Senior Associate at KPMG, LLP, New York",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Xingliang Ma,2011,Postdoctoral Fellow at International Food Policy Research Institute,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Benjamin Schwab,2011,Postdoctoral Fellow at International Food Policy Research Institute,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Ursula Aldana,2010,Economist at Instituto de Estudios Peruanos,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,John Morrow,2010,Postdoctoral Fellow at London School of Economics,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Widad Soufi,2010,Assistant Professor at Al Akhawayn University,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Jeremy Weber,2010,"Research Economist at Rural and Resource Economics, Economic Research Service, U.S. Department of Agriculture",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Gustavo de los Campos,2009,Post-doctoral Researcher at University of Alabama School of Medicine,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Ying Du,2009,Shandong University,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Francisco Galarza,2009,"Professor, Researcher at Universidad del Pacifico",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,David Garber,2009,"Economist at Climate Change Division, U.S. Environmental Protection Agency",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Hwanil Park,2009,Research Fellow at Samsung Economic Research Institute,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Yasuharu Shimamura,2009,Assistant Professor at Ritsumeikan University,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Xiaowei Cai,2008,Assistant Professor at California Polytechnic State University,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Ousman Gajigo,2008,"Associate Economist at Earth Institute, Millenium Development Center for East Africa, Columbia University",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Munenobu Ikegami,2008,Economist at International Livestock Research Institute,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Muqun Li,2008,Senior Researcher at Samsung Economic Research Institute,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Benjamin Linkow,2008,Assistant Professor at Miami University School of Business,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Diep Phan,2008,Assistant Professor at Beloit College,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Andrea Bentancor,2007,Lecturer at Universidad Adolfo Ibañez,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Kiriya Kulkolkarn,2007,Thammasat University,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Pilar Useche,2007,"Assistant Professor at Department of Food and Resource Economics, University of Florida",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Jorge Aguero,2006,"Assistant Professor of Economics at University of California, Riverside",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Seth Gitter,2006,Assistant Professor at Towson University,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Jason Fletcher,2006,Professor,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Rebecca Moore,2006,University of Georgia,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Tingjun Peng,2006,"Ministry of Agriculture, China",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Reka Sundaram-Stukel,2006,Health Economist at Wisconsin State Department of Health Services,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Anan Wattanakuljarus,2006,"Economist at National Institute of Development Administration, Bangkok",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Joseph Burke,2005,"Associate Scientist at Agricultural and Applied Economics, University of Wisconsin-Madison",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Bayou Demeke,2005,Pennsylvania State University,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Hua Lin,2005,"Actuarial Consultant at Deloitte Consulting, LLP",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Tewodaj Mogues,2005,Research Fellow at International Food Policy Research Institute,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Sunung Moon,2005,Research Economist at Korea Institute for Industrial Economics and Trade,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Pishayasinee Mulapruk,2005,"Ministry of Foreign Affairs, Bangkok, Thailand",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Aashish Mehta,2004,"Economist at Asian Development Bank, Manila",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Shinn-Shyr Wang,2004,"Associate Scientist at Food System Research Group, University of Wisconsin-Madison",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Juan Chamorro,2003,"Economic Advisor at Office of the President, Nicaragua",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Weiping Chen,2003,Business Economist at Federal Home Loan Mortgage Corporation,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Hector Villarreal,2003,"Graduate School of Public Administration and Public Policy
Instituto Tecnologico y de Estudios Superiores de Monterrey, Mexico",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Kenneth Baerenklau,2002,"Assistant Professor at University of California, Riverside",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Michael Bennett,2002,"Visiting Researcher at Center for Chinese Agricultural Policy, IGSNRR, Chinese Academy of Sciences, Beijing",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Diana Fletschner,2002,Assistant Professor at University of Washington,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Ragan Petrie,2002,Assistant Professor at Georgia State University,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Eduardo Zegarra,2002,"Statistical Unit Director at Ministry of Agriculture, Peru",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Marco Castillo,2001,Georgia Institute of Technology,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Michael Aliber,2000,"Department of Land Affairs, South Africa",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Stephen Boucher,2000,"Assistant Professor at University of California, Davis",https://aae.wisc.edu/graduate-programs/placement/
wisconsin,John Larrivee,2000,Assistant Professor at Mount Saint Mary’s College,https://aae.wisc.edu/graduate-programs/placement/
wisconsin,Yoshito Takasaki,2000,Assistant Professor at University of Tsukuba,https://aae.wisc.edu/graduate-programs/placement/
